-248.218323 -250.070099 0.000000 
-246.216568 -250.070099 0.000000 
-244.214798 -250.070099 0.000000 
-242.213043 -250.070099 0.000000 
-240.211273 -250.070099 0.000000 
-238.209518 -250.070099 0.000000 
-236.207764 -250.070099 0.000000 
-234.205994 -250.070099 0.000000 
-232.204239 -250.070099 0.000000 
-230.202484 -250.070099 0.000000 
-228.200714 -250.070099 0.000000 
-226.198959 -250.070099 0.000000 
-224.197189 -250.070099 0.000000 
-222.195435 -250.070099 0.000000 
-220.193665 -250.070099 0.000000 
-218.191910 -250.070099 0.000000 
-216.190155 -250.070099 0.000000 
-214.188385 -250.070099 0.000000 
-212.186630 -250.070099 0.000000 
-210.184875 -250.070099 0.000000 
-208.183105 -250.070099 0.000000 
-206.181351 -250.070099 0.000000 
-204.179596 -250.070099 0.000000 
-202.177826 -250.070099 0.000000 
-200.176056 -250.070099 0.000000 
-198.174301 -250.070099 0.000000 
-196.172546 -250.070099 0.000000 
-194.170776 -250.070099 0.000000 
-192.169022 -250.070099 0.000000 
-190.167267 -250.070099 0.000000 
-188.165497 -250.070099 0.000000 
-186.163742 -250.070099 0.000000 
-184.161987 -250.070099 0.000000 
-182.160217 -250.070099 0.000000 
-180.158447 -250.070099 0.000000 
-178.156708 -250.070099 0.000000 
-176.154938 -250.070099 0.000000 
-174.153168 -250.070099 0.000000 
-172.151413 -250.070099 0.000000 
-170.149658 -250.070099 0.000000 
-168.147888 -250.070099 0.000000 
-166.146133 -250.070099 0.000000 
-164.144379 -250.070099 0.000000 
-162.142609 -250.070099 0.000000 
-160.140854 -250.070099 0.000000 
-158.139099 -250.070099 0.000000 
-156.137329 -250.070099 0.000000 
-154.135559 -250.070099 0.000000 
-152.133804 -250.070099 0.000000 
-150.132050 -250.070099 0.000000 
-148.130280 -250.070099 0.000000 
-146.128525 -250.070099 0.000000 
-144.126770 -250.070099 0.000000 
-142.125000 -250.070099 0.000000 
-140.123245 -250.070099 0.000000 
-138.121490 -250.070099 0.000000 
-136.119720 -250.070099 0.000000 
-134.117950 -250.070099 0.000000 
-132.116211 -250.070099 0.000000 
-130.114441 -250.070099 0.000000 
-128.112671 -250.070099 0.000000 
-126.110916 -250.070099 0.000000 
-124.109161 -250.070099 0.000000 
-122.107399 -250.070099 0.000000 
-120.105637 -250.070099 0.000000 
-118.103882 -250.070099 0.000000 
-116.102112 -250.070099 0.000000 
-114.100357 -250.070099 0.000000 
-112.098587 -250.070099 0.000000 
-110.096832 -250.070099 0.000000 
-108.095078 -250.070099 0.000000 
-106.093307 -250.070099 0.000000 
-104.091553 -250.070099 0.000000 
-102.089783 -250.070099 0.000000 
-100.088028 -250.070099 0.000000 
-98.086273 -250.070099 0.000000 
-96.084503 -250.070099 0.000000 
-94.082748 -250.070099 0.000000 
-92.080994 -250.070099 0.000000 
-90.079224 -250.070099 0.000000 
-88.077469 -250.070099 0.000000 
-86.075699 -250.070099 0.000000 
-84.073944 -250.070099 0.000000 
-82.072189 -250.070099 0.000000 
-80.070419 -250.070099 0.000000 
-78.068665 -250.070099 0.000000 
-76.066895 -250.070099 0.000000 
-74.065140 -250.070099 0.000000 
-72.063385 -250.070099 0.000000 
-70.061615 -250.070099 0.000000 
-68.059860 -250.070099 0.000000 
-66.058090 -250.070099 0.000000 
-64.056335 -250.070099 0.000000 
-62.054581 -250.070099 0.000000 
-60.052811 -250.070099 0.000000 
-58.051056 -250.070099 0.000000 
-56.049286 -250.070099 0.000000 
-54.047531 -250.070099 0.000000 
-52.045776 -250.070099 0.000000 
-50.044006 -250.070099 0.000000 
-48.042252 -250.070099 0.000000 
-46.040497 -250.070099 0.000000 
-44.038727 -250.070099 0.000000 
-42.036972 -250.070099 0.000000 
-40.035202 -250.070099 0.000000 
-38.033447 -250.070099 0.000000 
-36.031693 -250.070099 0.000000 
-34.029922 -250.070099 0.000000 
-32.028168 -250.070099 0.000000 
-30.026398 -250.070099 0.000000 
-28.024643 -250.070099 0.000000 
-26.022888 -250.070099 0.000000 
